DATE,HOUR,STREET1,STREET2,ROAD_CLASS,District,Division,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INVAGE,INJURY,VEHTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID
2013-01-13,6,DUNDAS ST E,JARVIS ST,Major Arterial,Toronto and East York,51,Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Driver,35 to 39,None,Municipal Transit Bus (TTC),1,0,1,0,0,1,0,0,0,0,0,0,0,73
2013-01-13,6,DUNDAS ST E,JARVIS ST,Major Arterial,Toronto and East York,51,Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Pedestrian,30 to 34,Major,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,73
2013-01-15,14,YONGE ST,MARLBOROUGH AVE,Major Arterial,Toronto and East York,53,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,0,0,98
2013-01-16,6,YONGE ST,ORCHARD VIEW BLVD,Major Arterial,North York,53,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,65 to 69,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,104
2013-01-16,6,YONGE ST,ORCHARD VIEW BLVD,Major Arterial,North York,53,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Pedestrian,55 to 59,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,104
2013-01-16,6,DUPONT ST,EMERSON AVE,Major Arterial,Toronto and East York,11,Intersection,No Control,Clear,"Dark, artificial",Dry,Turning Movement,Driver,60 to 64,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,93
2013-01-16,6,DUPONT ST,EMERSON AVE,Major Arterial,Toronto and East York,11,Intersection,No Control,Clear,"Dark, artificial",Dry,Turning Movement,Driver,50 to 54,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,93
2013-01-16,8,DUNVEGAN RD,HEATH ST W,Collector,Toronto and East York,53,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,96
2013-01-16,8,DUNVEGAN RD,HEATH ST W,Collector,Toronto and East York,53,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,65 to 69,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,96
2013-05-12,1,QUEEN ST E,EASTERN AVE,Major Arterial,Toronto and East York,55,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Pedestrian Collisions,Driver,25 to 29,None,Street Car,1,0,0,0,0,1,0,0,0,0,0,0,0,63
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Driver,50 to 54,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Passenger,50 to 54,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Passenger,5 to 9,Minimal,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Passenger,5 to 9,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Passenger,5 to 9,Minor,Other,0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,12,WARDEN AVE,DANFORTH RD,Minor Arterial,Scarborough,41,Intersection,Traffic Signal,Rain,Daylight,Wet,Approaching,Driver,50 to 54,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,0,121
2013-05-12,13,LESLIE ST,LESMILL RD,Major Arterial,North York,33,Mid-Block,No Control,Clear,Daylight,Dry,SMV Other,Driver,65 to 69,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,40
2013-05-12,13,LESLIE ST,LESMILL RD,Major Arterial,North York,33,Mid-Block,No Control,Clear,Daylight,Dry,SMV Other,Driver,25 to 29,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,40
2013-05-13,18,BORDEN ST,BLOOR ST W,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,Daylight,Dry,SMV Other,Moped Driver,40 to 44,Major,Moped,0,1,1,0,0,0,0,0,0,1,0,0,0,79
2013-05-14,9,TECUMSETH ST,RICHMOND ST W,Local,Toronto and East York,14,Intersection,Stop Sign,Clear,Daylight,Dry,SMV Unattended Vehicle,Driver,40 to 44,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,1,82
2013-05-15,3,YONGE ST,GLENGROVE AVE E,Major Arterial,North York,53,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",1,0,1,0,0,1,0,0,0,0,0,0,0,103
2013-05-15,3,YONGE ST,GLENGROVE AVE E,Major Arterial,North York,53,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Pedestrian,25 to 29,Major,Other,1,0,1,0,0,1,0,0,0,0,0,0,0,103
2013-05-15,7,KINGSTON RD,LAWRENCE AVE E,Major Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,136
2013-05-15,7,KINGSTON RD,LAWRENCE AVE E,Major Arterial,Scarborough,43,Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,75 to 79,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,136
2013-06-25,17,QUEEN ST W,MC CAUL ST,Major Arterial,Toronto and East York,52,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Cyclist,30 to 34,None,Bicycle,1,1,0,0,0,0,0,0,0,0,0,0,0,77
2013-05-16,12,MILL ST,YONGE ST,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,1,0,0,41
2013-05-16,17,BATHURST ST,COLLEGE ST,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,50 to 54,None,Pick Up Truck,1,0,1,0,0,0,0,0,0,0,0,0,0,78
2013-05-17,14,BATHURST ST,NINA ST,Major Arterial,Toronto and East York,13,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,20 to 24,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,1,0,0,0,96
2013-05-17,14,BATHURST ST,NINA ST,Major Arterial,Toronto and East York,13,Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Motorcycle Driver,35 to 39,Major,Motorcycle,0,0,1,1,0,0,0,0,0,1,0,0,0,96
2013-05-18,21,HOLLAND AVE,GLENBURN AVE,Local,Toronto and East York,54,Intersection,Stop Sign,Clear,Dark,Dry,Rear End,Driver,35 to 39,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,54
2013-05-18,21,HOLLAND AVE,GLENBURN AVE,Local,Toronto and East York,54,Intersection,Stop Sign,Clear,Dark,Dry,Rear End,Passenger,55 to 59,Minor,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,54
2013-05-18,21,HOLLAND AVE,GLENBURN AVE,Local,Toronto and East York,54,Intersection,Stop Sign,Clear,Dark,Dry,Rear End,Driver,30 to 34,Minimal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,0,0,0,54
2013-05-18,22,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,North York,13,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,108
2013-05-18,22,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,North York,13,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,15 to 19,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,108
2013-01-18,15,WARDEN AVE,HYMUS RD,Major Arterial,Scarborough,41,Intersection,No Control,Clear,Daylight,Dry,Approaching,Passenger,50 to 54,Major,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,120
2013-05-18,22,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,North York,13,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Pedestrian,25 to 29,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,108
2013-05-20,10,LAKE SHORE BLVD W,REES ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,35 to 39,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,77
2013-05-20,10,LAKE SHORE BLVD W,REES ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,50 to 54,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,77
2013-05-20,14,SPADINA Ave,COLLEGE St,Major Arterial,Toronto and East York,52,Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Driver,25 to 29,Major,Motorcycle,0,0,0,1,0,0,0,0,1,1,0,0,0,79
2013-05-21,15,OSSINGTON Ave,DUPONT St,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,20 to 24,None,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,93
2013-05-21,15,OSSINGTON Ave,DUPONT St,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,45 to 49,Major,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,93
2013-05-21,15,OSSINGTON Ave,DUPONT St,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,35 to 39,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,1,1,0,0,0,93
2013-05-23,18,KEELE ST,401 C E KEELE ST RAMP E,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,60 to 64,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,29
2013-05-23,18,KEELE ST,401 C E KEELE ST RAMP E,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,70 to 74,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,29
2013-05-23,18,GERRARD St E,BROADVIEW Ave,Minor Arterial,Toronto and East York,55,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,1,0,0,0,68
2013-05-23,18,GERRARD St E,BROADVIEW Ave,Minor Arterial,Toronto and East York,55,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,35 to 39,Major,Bicycle,0,1,1,0,0,0,0,0,0,1,0,0,0,68
2013-05-26,19,CENTRE Ave,DUNDAS St W,Local,Toronto and East York,52,Mid-Block,No Control,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,76
2013-05-26,19,CENTRE Ave,DUNDAS St W,Local,Toronto and East York,52,Mid-Block,No Control,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,Pedestrian,30 to 34,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,76
2013-05-28,17,SCARLETT Rd,FOXWELL St,Minor Arterial,Etobicoke York,12,Intersection,Stop Sign,Rain,Daylight,Wet,Turning Movement,Driver,65 to 69,None,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,111
2013-05-28,17,SCARLETT Rd,FOXWELL St,Minor Arterial,Etobicoke York,12,Intersection,Stop Sign,Rain,Daylight,Wet,Turning Movement,Driver,40 to 44,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,0,0,0,0,0,111
2013-05-29,22,LAKE SHORE Blvd W,THIRTY SEVENTH St,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Turning Movement,Motorcycle Driver,15 to 19,Major,Motorcycle,0,0,1,1,0,0,0,0,0,0,0,0,0,19
2013-05-29,22,LAKE SHORE Blvd W,THIRTY SEVENTH St,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Turning Movement,Driver,55 to 59,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,0,0,0,0,19
2013-05-30,18,DANFORTH AVE,FENWICK AVE,Major Arterial,Toronto and East York,54,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,85 to 89,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,67
2013-05-30,18,DANFORTH AVE,FENWICK AVE,Major Arterial,Toronto and East York,54,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,75 to 79,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,67
2013-05-31,10,FINCH AVE E,SKYMARK DR,Major Arterial,North York,33,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,90 to 94,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,1,47
2013-06-01,2,BATHURST ST,ULSTER ST,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Driver,30 to 34,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,79
2013-06-01,8,ROYAL YORK RD,FRANKWOOD RD,Minor Arterial,Etobicoke York,22,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,55 to 59,None,Taxi,1,0,1,0,0,0,0,0,0,0,0,0,0,16
2013-06-01,8,ROYAL YORK RD,FRANKWOOD RD,Minor Arterial,Etobicoke York,22,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,80 to 84,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,16
2013-06-02,5,BATHURST ST,ROBINSON ST,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Cyclist Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,1,0,0,0,78
2013-06-02,5,BATHURST ST,ROBINSON ST,Major Arterial,Toronto and East York,14,Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Cyclist Collisions,Cyclist,35 to 39,Major,Bicycle,0,1,1,0,0,0,0,0,0,1,0,0,0,78
2013-06-03,9,VICTORIA PARK AVE,WOODALE AVE,Minor Arterial,Toronto and East York,41,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,122
2013-06-03,9,VICTORIA PARK AVE,WOODALE AVE,Minor Arterial,Toronto and East York,41,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,15 to 19,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,122
2013-06-03,13,EGLINTON AVE W,PARK HILL RD,Major Arterial,North York,13,Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,50 to 54,None,Municipal Transit Bus (TTC),0,1,0,0,0,1,0,0,0,0,0,0,0,106
2013-06-03,13,EGLINTON AVE W,PARK HILL RD,Major Arterial,North York,13,Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,45 to 49,Major,Bicycle,0,1,0,0,0,1,0,0,0,0,0,0,0,106
2013-06-04,11,THE QUEENSWAY,ATOMIC AVE,Major Arterial,Etobicoke York,22,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,14
2013-06-04,11,THE QUEENSWAY,ATOMIC AVE,Major Arterial,Etobicoke York,22,Mid-Block,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,65 to 69,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,14
2013-06-04,21,YONGE ST,SHUTER ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Cyclist Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,75
2013-06-04,21,YONGE ST,SHUTER ST,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Cyclist Collisions,Cyclist,30 to 34,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,75
2013-04-12,21,STEELES Ave E,BIRCHMOUNT Rd,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Cyclist Collisions,Driver,45 to 49,Minor,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,0,1,0,0,0,116
2013-06-25,17,QUEEN ST W,MC CAUL ST,Major Arterial,Toronto and East York,52,Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,25 to 29,Major,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,77
2013-07-24,13,SPADINA AVE,NASSAU ST,Major Arterial,Toronto and East York,52,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,35 to 39,None,Municipal Transit Bus (TTC),1,0,0,0,0,1,0,0,0,0,0,0,0,78
2013-06-09,3,QUEEN ST W,SPADINA AVE,Major Arterial,Toronto and East York,14,Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Pedestrian,15 to 19,None,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,77
2013-01-18,15,WARDEN AVE,HYMUS RD,Major Arterial,Scarborough,41,Intersection,No Control,Clear,Daylight,Dry,Approaching,Passenger,50 to 54,Minor,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,120
2013-04-12,21,STEELES Ave E,BIRCHMOUNT Rd,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Cyclist Collisions,Passenger,25 to 29,Minimal,Other,0,1,1,0,0,0,0,1,0,1,0,0,0,116
2013-04-12,21,STEELES Ave E,BIRCHMOUNT Rd,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Cyclist Collisions,Passenger,25 to 29,Minimal,Other,0,1,1,0,0,0,0,1,0,1,0,0,0,116
2013-04-12,21,STEELES Ave E,BIRCHMOUNT Rd,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Cyclist Collisions,Driver,20 to 24,Minimal,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,0,1,0,0,0,116
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,75 to 79,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-12,21,STEELES Ave E,BIRCHMOUNT Rd,Major Arterial,Scarborough,42,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Cyclist Collisions,Cyclist,55 to 59,Major,Bicycle,0,1,1,0,0,0,0,1,0,1,0,0,0,116
2013-04-13,11,THE QUEENSWAY,PARK LAWN Rd,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,10 to 14,None,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,16
2013-04-13,11,THE QUEENSWAY,PARK LAWN Rd,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,1,0,0,0,0,0,16
2013-04-13,11,THE QUEENSWAY,PARK LAWN Rd,Major Arterial,Etobicoke York,22,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,55 to 59,Major,Other,1,0,1,0,0,0,0,1,0,0,0,0,0,16
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,40 to 44,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,20 to 24,Minor,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,45 to 49,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,25 to 29,Minor,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,25 to 29,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-22,15,WEST TORONTO ST,KEELE ST,Collector,Etobicoke York,11,Mid-Block,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Driver,50 to 54,Major,Motorcycle,0,0,1,1,0,0,0,0,0,1,0,0,0,90
2013-04-13,18,KENNEDY RD,401 C E KENNEDY RAMP RD E,Major Arterial,Scarborough,41,Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Cyclist,35 to 39,Fatal,Bicycle,0,1,1,0,0,0,0,1,1,1,1,1,0,126
2013-04-16,9,HILLHURST BLVD,AVENUE RD,Major Arterial,North York,53,Intersection,Traffic Signal,Clear,Daylight,Dry,SMV Other,Driver,55 to 59,Fatal,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,0,0,0,1,103
2013-04-16,14,AVENUE RD,FAIRLAWN AVE,Major Arterial,North York,32,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,35 to 39,None,"Truck - Closed (Blazer, etc)",1,0,0,0,1,0,0,0,0,0,0,0,0,39
2013-04-16,16,LAWRENCE Ave W,BROOKHAVEN Dr,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,30 to 34,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,1,0,0,0,30
2013-04-16,16,LAWRENCE Ave W,BROOKHAVEN Dr,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,60 to 64,Major,Other,1,0,1,0,0,0,0,0,0,1,0,0,0,30
2013-04-17,17,GLENMOUNT PARK Rd,BURGESS Ave,Local,Toronto and East York,55,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,62
2013-04-17,17,GLENMOUNT PARK Rd,BURGESS Ave,Local,Toronto and East York,55,Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,10 to 14,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,62
2013-04-22,15,WEST TORONTO ST,KEELE ST,Collector,Etobicoke York,11,Mid-Block,No Control,Clear,Daylight,Dry,Turning Movement,Driver,35 to 39,None,"Automobile, Station Wagon",0,0,1,1,0,0,0,0,0,1,0,0,0,90
2013-04-23,18,JANE ST,FOXWELL ST,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,50 to 54,None,"Automobile, Station Wagon",0,1,1,0,0,0,0,0,0,0,0,0,0,111
2013-04-23,18,JANE ST,FOXWELL ST,Major Arterial,Etobicoke York,12,Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist,20 to 24,Major,Bicycle,0,1,1,0,0,0,0,0,0,0,0,0,0,111
2013-04-24,8,MURRIE ST,ROYAL YORK RD,Minor Arterial,Etobicoke York,22,Intersection,Stop Sign,Rain,Daylight,Wet,SMV Other,Driver,75 to 79,Major,"Automobile, Station Wagon",0,0,1,0,0,0,0,0,1,1,0,0,0,17
2013-04-24,11,STEELES AVE E,DON MILLS RD,Major Arterial,North York,33,Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,Passenger,45 to 49,Major,Other,0,0,1,0,0,0,0,1,0,1,1,0,0,48
2013-04-24,11,STEELES AVE E,DON MILLS RD,Major Arterial,North York,33,Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,Driver,45 to 49,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,48
2013-04-24,11,STEELES AVE E,DON MILLS RD,Major Arterial,North York,33,Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,Driver,20 to 24,Minor,"Automobile, Station Wagon",0,0,1,0,0,0,0,1,0,1,1,0,0,48
2013-04-24,16,MORNINGSIDE Ave,BEATH St,Major Arterial,Scarborough,43,Intersection,No Control,Rain,Daylight,Wet,Sideswipe,Driver,70 to 74,Major,Municipal Transit Bus (TTC),0,0,1,0,0,1,0,0,0,1,0,0,0,136
2013-04-24,16,MORNINGSIDE Ave,BEATH St,Major Arterial,Scarborough,43,Intersection,No Control,Rain,Daylight,Wet,Sideswipe,Driver,15 to 19,Minor,"Automobile, Station Wagon",0,0,1,0,0,1,0,0,0,1,0,0,0,136
2013-04-25,13,JARVIS St,QUEEN St E,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,20 to 24,None,"Automobile, Station Wagon",1,0,1,0,0,0,0,0,0,0,0,0,0,73
2013-04-25,13,JARVIS St,QUEEN St E,Major Arterial,Toronto and East York,51,Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,35 to 39,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,73
